Fecha,Total
2019-12-01,0.03186716810987389
2020-01-01,0.03622318810868186
2020-02-01,0.037201174610866694
2020-03-01,0.0385603585005343
2020-04-01,0.03506546674443478
2020-05-01,0.02854257056033216
2020-06-01,0.02193590619725061
2020-07-01,0.0197146702041191
2020-08-01,0.018783785942076303
2020-09-01,0.019675912106603466
2020-10-01,0.017481932001267575
2020-11-01,0.014895745591515075
2020-12-01,0.01610441780845706
2021-01-01,0.015971682039013668
2021-02-01,0.015629901999253848
2021-03-01,0.015063910409333081
2021-04-01,0.01947599272469991
2021-05-01,0.032953732451628026
2021-06-01,0.03634399728802551
2021-07-01,0.039697111799671614
2021-08-01,0.04440664059994659
2021-09-06,0.045098149772598406
2021-10-01,0.04583242377661656
2021-11-01,0.05258588855183999
2021-12-01,0.056223851153557325
2022-01-01,0.06944187748184194
2022-02-01,0.08004770876292766
2022-03-01,0.08527511741064209
2022-04-01,0.09233675128714869
2022-05-01,0.09066428247774794
2022-06-01,0.09673488795131324
2022-07-01,0.10205393722639555
2022-08-01,0.10835546774069837
2022-09-01,0.11439512298794519
2022-10-01,0.12221405454464995
2022-11-01,0.1253109949274196
2022-12-01,0.13122111229112665
2023-01-01,0.1325165221610427
2023-02-01,0.13278798406921544
2023-03-01,0.13344076880119404
2023-04-01,0.1282263403323316
2023-05-01,0.12359964477072038
2023-06-01,0.12129270853287344
2023-07-01,0.11784603417174422
2023-08-01,0.11426982586148071
2023-09-01,0.10994018821171547
2023-10-01,0.1070883192833676
2023-11-01,0.10735879270839588
2023-12-01,0.10634548176775982
2024-01-01,0.10398963925299975
2024-02-01,0.10095599605401628
2024-03-01,0.09740432660555398
2024-04-01,0.09390462012117329
2024-05-01,0.09034123616483258
2024-06-01,0.08700240265986192
2024-07-01,0.08370000097174524
2024-08-01,0.08056874124957791
2024-09-01,0.07771402986341269
2024-10-01,0.07495399731551222
2024-11-01,0.0724721086911233
2024-12-01,0.07010674211336143
2025-01-01,0.06794657281476746
2025-02-01,0.06617339741402661
2025-03-01,0.06440847064901845
2025-04-01,0.06289967016830378
2025-05-01,0.0615470571701453
2025-06-01,0.06043834013864258
2025-07-01,0.05949884479431766
2025-08-01,0.05876209982609537
2025-09-01,0.05823482061495233
2025-10-01,0.05787553894354658
2025-11-01,0.05770232804054132
2025-12-01,0.05768841901299515
2026-01-01,0.057803782273150306
2026-02-01,0.057988256543551
2026-03-01,0.05825187297571044
2026-04-01,0.05854101390487787
2026-05-01,0.058851262919246805
2026-06-01,0.05914274286648147
2026-07-01,0.059416635559933484
2026-08-01,0.0596464401983019
2026-09-01,0.05981874300803702
2026-10-01,0.059950925368777996
2026-11-01,0.060041248702118244
2026-12-01,0.06010208497787772
2027-01-01,0.06013568190193852
2027-02-01,0.0601470072246848
2027-03-01,0.06014288633036036
2027-04-01,0.060126260834090006
2027-05-01,0.06010002514995283
2027-06-01,0.060069360592821974
2027-07-01,0.06003554480645512
2027-08-01,0.060002646671633686
2027-09-01,0.05997436878210349
2027-10-01,0.05995136843123405
2027-11-01,0.05993629939410838
2027-12-01,0.05992380580840573
2028-01-01,0.05990866507239878
2028-02-01,0.0598873264136508
2028-03-01,0.05985212350700597
2028-04-01,0.059801606050081446
2028-05-01,0.05972990560823166
2028-06-01,0.05964400771137046
2028-07-01,0.05954132532227807
2028-08-01,0.059427463291780835
2028-09-01,0.05930926617269261
2028-10-01,0.05918139584556514
2028-11-01,0.05905437573186578
2028-12-01,0.05892196016638973
2029-01-01,0.05879047850236674
2029-02-01,0.058674192091567656
2029-03-01,0.058549916862040474
2029-04-01,0.05843574184528899
2029-05-01,0.058325846788509716
2029-06-01,0.05822911941299269
2029-07-01,0.058140890660248745
2029-08-01,0.058066280833820594
2029-09-01,0.05800857519739511
2029-10-01,0.05796541900114072
2029-11-01,0.057940946183165476
2029-12-01,0.05793485848192281
2030-01-01,0.0579495681962956
2030-02-01,0.057981751742954835
2030-03-01,0.05803937786906754
2030-04-01,0.05811815847531143
2030-05-01,0.05822436731738989
2030-06-01,0.05835208098774736
2030-07-01,0.05851073580879196
2030-08-01,0.058697402969072776
2030-09-01,0.05890534703359451
2030-10-01,0.05914287475721758
2030-11-01,0.05938266456489938
2030-12-01,0.05962834818196949
2031-01-01,0.059859925700216365
2031-02-01,0.060047353303860795
2031-03-01,0.060220645955470165
2031-04-01,0.060348738015008285
2031-05-01,0.06044463553745527
2031-06-01,0.060507589835537834
2031-07-01,0.06054723374559701
2031-08-01,0.060566339258002255
2031-09-01,0.06057009427925264
2031-10-01,0.06056352088403827
2031-11-01,0.060551421722420784
2031-12-01,0.06053737710074358
2032-01-01,0.060526041746836956
2032-02-01,0.0605215677145865
2032-03-01,0.06052711278277645
2032-04-01,0.060546170139716304
2032-05-01,0.06058359534906699
2032-06-01,0.06064027353906809
2032-07-01,0.060721989887862815
2032-08-01,0.06082453039461311
2032-09-01,0.06094015607744674
2032-10-01,0.06107315933611224
2032-11-01,0.06121180979781471
2032-12-01,0.06136218046427011
2033-01-01,0.061516660919563426
2033-02-01,0.06165720506842476
2033-03-01,0.06181123710919123
2033-04-01,0.061955952769130906
2033-05-01,0.06209769523378905
2033-06-01,0.062224211289769515
2033-07-01,0.062340798290591914
2033-08-01,0.06243992699386802
2033-09-01,0.06251690430697487
2033-10-01,0.06257690881174538
2033-11-01,0.06261674927974714
